row_id,person_id,wave,match,person_cluster,interest_cluster,preference_cluster
75,7,1,1,1,1,1
76,7,1,0,1,1,1
77,7,1,1,1,1,1
78,7,1,1,1,1,1
79,7,1,1,1,1,1
80,8,1,0,1,1,0
81,8,1,1,1,1,0
82,8,1,1,1,1,0
83,8,1,1,1,1,0
84,8,1,1,1,1,0
85,8,1,1,1,1,0
86,8,1,1,1,1,0
87,8,1,0,1,1,0
88,8,1,1,1,1,0
89,8,1,0,1,1,0
90,9,1,0,1,0,2
91,9,1,0,1,0,2
92,9,1,1,1,0,2
93,9,1,0,1,0,2
94,9,1,0,1,0,2
95,9,1,0,1,0,2
96,9,1,0,1,0,2
97,9,1,0,1,0,2
98,9,1,1,1,0,2
99,9,1,0,1,0,2
100,10,1,0,0,0,1
101,10,1,0,0,0,1
102,10,1,0,0,0,1
103,10,1,0,0,0,1
104,10,1,0,0,0,1
105,10,1,0,0,0,1
106,10,1,0,0,0,1
107,10,1,0,0,0,1
108,10,1,0,0,0,1
109,10,1,0,0,0,1
110,11,1,0,0,0,0
111,11,1,0,0,0,0
112,11,1,0,0,0,0
113,11,1,0,0,0,0
114,11,1,0,0,0,0
115,11,1,0,0,0,0
116,11,1,0,0,0,0
117,11,1,1,0,0,0
118,11,1,1,0,0,0
119,11,1,0,0,0,0
120,12,1,1,0,1,1
121,12,1,0,0,1,1
122,12,1,0,0,1,1
123,12,1,0,0,1,1
124,12,1,0,0,1,1
125,12,1,0,0,1,1
126,12,1,0,0,1,1
127,12,1,1,0,1,1
128,12,1,1,0,1,1
129,12,1,1,0,1,1
130,13,1,1,0,0,0
131,13,1,1,0,0,0
132,13,1,0,0,0,0
133,13,1,1,0,0,0
134,13,1,1,0,0,0
135,13,1,1,0,0,0
136,13,1,1,0,0,0
137,13,1,1,0,0,0
138,13,1,1,0,0,0
139,13,1,0,0,0,0
140,14,1,1,0,0,2
141,14,1,0,0,0,2
142,14,1,0,0,0,2
143,14,1,0,0,0,2
144,14,1,0,0,0,2
145,14,1,0,0,0,2
146,14,1,0,0,0,2
147,14,1,1,0,0,2
148,14,1,1,0,0,2
149,14,1,0,0,0,2
150,15,1,0,0,0,0
151,15,1,0,0,0,0
152,15,1,0,0,0,0
153,15,1,0,0,0,0
154,15,1,0,0,0,0
155,15,1,0,0,0,0
156,15,1,0,0,0,0
157,15,1,1,0,0,0
158,15,1,1,0,0,0
159,15,1,0,0,0,0
160,16,1,0,0,0,1
161,16,1,0,0,0,1
162,16,1,0,0,0,1
163,16,1,0,0,0,1
164,16,1,0,0,0,1
165,16,1,0,0,0,1
166,16,1,0,0,0,1
167,16,1,0,0,0,1
168,16,1,1,0,0,1
169,16,1,0,0,0,1
170,17,1,0,0,0,1
171,17,1,0,0,0,1
172,17,1,0,0,0,1
173,17,1,0,0,0,1
174,17,1,0,0,0,1
175,17,1,0,0,0,1
176,17,1,0,0,0,1
177,17,1,1,0,0,1
178,17,1,0,0,0,1
179,17,1,0,0,0,1
180,18,1,1,0,0,0
181,18,1,1,0,0,0
182,18,1,0,0,0,0
183,18,1,1,0,0,0
184,18,1,1,0,0,0
185,18,1,1,0,0,0
186,18,1,1,0,0,0
187,18,1,1,0,0,0
188,18,1,1,0,0,0
189,18,1,1,0,0,0
190,19,1,0,0,1,0
191,19,1,0,0,1,0
192,19,1,0,0,1,0
193,19,1,0,0,1,0
194,19,1,0,0,1,0
195,19,1,0,0,1,0
196,19,1,0,0,1,0
197,19,1,1,0,1,0
198,19,1,0,0,1,0
199,19,1,0,0,1,0
200,20,2,0,2,0,2
201,20,2,0,2,0,2
202,20,2,0,2,0,2
203,20,2,0,2,0,2
204,20,2,0,2,0,2
205,20,2,0,2,0,2
206,20,2,0,2,0,2
207,20,2,0,2,0,2
208,20,2,0,2,0,2
209,20,2,0,2,0,2
210,20,2,0,2,0,2
211,20,2,0,2,0,2
212,20,2,0,2,0,2
213,20,2,0,2,0,2
214,20,2,0,2,0,2
215,20,2,0,2,0,2
216,21,2,0,1,1,1
217,21,2,0,1,1,1
218,21,2,0,1,1,1
219,21,2,0,1,1,1
220,21,2,1,1,1,1
221,21,2,1,1,1,1
222,21,2,0,1,1,1
223,21,2,0,1,1,1
224,21,2,0,1,1,1
225,21,2,0,1,1,1
226,21,2,0,1,1,1
227,21,2,0,1,1,1
228,21,2,0,1,1,1
229,21,2,0,1,1,1
230,21,2,0,1,1,1
231,21,2,0,1,1,1
232,22,2,0,2,1,1
233,22,2,0,2,1,1
234,22,2,0,2,1,1
235,22,2,1,2,1,1
236,22,2,1,2,1,1
237,22,2,1,2,1,1
238,22,2,0,2,1,1
239,22,2,0,2,1,1
240,22,2,0,2,1,1
241,22,2,0,2,1,1
242,22,2,0,2,1,1
243,22,2,0,2,1,1
244,22,2,0,2,1,1
245,22,2,0,2,1,1
246,22,2,0,2,1,1
247,22,2,0,2,1,1
248,23,2,0,1,1,2
249,23,2,0,1,1,2
250,23,2,0,1,1,2
251,23,2,0,1,1,2
252,23,2,0,1,1,2
253,23,2,0,1,1,2
254,23,2,0,1,1,2
255,23,2,0,1,1,2
256,23,2,0,1,1,2
257,23,2,0,1,1,2
258,23,2,0,1,1,2
259,23,2,0,1,1,2
260,23,2,0,1,1,2
261,23,2,0,1,1,2
262,23,2,0,1,1,2
263,23,2,0,1,1,2
264,24,2,0,2,0,1
265,24,2,0,2,0,1
266,24,2,0,2,0,1
267,24,2,0,2,0,1
268,24,2,0,2,0,1
269,24,2,0,2,0,1
270,24,2,0,2,0,1
271,24,2,0,2,0,1
272,24,2,0,2,0,1
273,24,2,0,2,0,1
274,24,2,0,2,0,1
275,24,2,0,2,0,1
276,24,2,0,2,0,1
277,24,2,0,2,0,1
278,24,2,0,2,0,1
279,24,2,0,2,0,1
280,25,2,0,1,0,2
281,25,2,0,1,0,2
282,25,2,0,1,0,2
283,25,2,0,1,0,2
284,25,2,0,1,0,2
285,25,2,0,1,0,2
286,25,2,0,1,0,2
287,25,2,0,1,0,2
288,25,2,0,1,0,2
289,25,2,0,1,0,2
290,25,2,0,1,0,2
291,25,2,0,1,0,2
292,25,2,0,1,0,2
293,25,2,0,1,0,2
294,25,2,0,1,0,2
295,25,2,0,1,0,2
296,26,2,0,1,0,1
297,26,2,0,1,0,1
298,26,2,0,1,0,1
299,26,2,0,1,0,1
300,26,2,0,1,0,1
301,26,2,0,1,0,1
302,26,2,1,1,0,1
303,26,2,0,1,0,1
304,26,2,0,1,0,1
305,26,2,0,1,0,1
306,26,2,1,1,0,1
307,26,2,0,1,0,1
308,26,2,0,1,0,1
309,26,2,0,1,0,1
310,26,2,0,1,0,1
311,26,2,0,1,0,1
312,27,2,0,2,1,2
313,27,2,0,2,1,2
314,27,2,0,2,1,2
315,27,2,0,2,1,2
316,27,2,0,2,0,2
317,27,2,0,2,1,2
318,27,2,1,1,0,2
319,27,2,0,2,1,2
320,27,2,0,2,0,2
321,27,2,0,2,1,2
322,27,2,0,2,0,2
323,27,2,0,2,1,2
324,27,2,0,2,0,2
325,27,2,0,2,1,2
326,27,2,0,2,1,2
327,27,2,0,1,0,1
328,28,2,0,2,0,1
329,28,2,0,2,0,1
330,28,2,0,2,0,1
331,28,2,0,2,0,1
332,28,2,1,2,0,1
333,28,2,1,2,0,1
334,28,2,0,2,0,1
335,28,2,0,2,0,1
336,28,2,0,2,0,1
337,28,2,0,2,0,1
338,28,2,0,2,0,1
339,28,2,0,2,0,1
340,28,2,0,2,0,1
341,28,2,0,2,0,1
342,28,2,0,2,0,1
343,28,2,0,2,0,1
344,29,2,0,1,0,2
345,29,2,0,1,0,2
346,29,2,0,1,0,2
347,29,2,0,1,0,2
348,29,2,0,1,0,2
349,29,2,0,1,0,2
350,29,2,0,1,0,2
351,29,2,0,1,0,2
352,29,2,0,1,0,2
353,29,2,1,1,0,2
354,29,2,0,1,0,2
355,29,2,0,1,0,2
356,29,2,0,1,0,2
357,29,2,0,1,0,2
358,29,2,0,1,0,2
359,29,2,1,1,0,2
360,30,2,0,2,1,0
361,30,2,0,2,1,0
362,30,2,0,2,1,0
363,30,2,0,2,1,0
364,30,2,0,2,1,0
365,30,2,0,2,1,0
366,30,2,0,2,1,0
367,30,2,0,2,1,0
368,30,2,1,2,1,0
369,30,2,1,2,1,0
370,30,2,1,2,1,0
371,30,2,0,2,1,0
372,30,2,0,2,1,0
373,30,2,0,2,1,0
374,30,2,0,2,1,0
375,30,2,1,2,1,0
376,31,2,0,1,0,0
377,31,2,0,1,0,0
378,31,2,0,1,0,0
379,31,2,0,1,0,0
380,31,2,0,1,0,0
381,31,2,0,1,0,0
382,31,2,0,1,0,0
383,31,2,0,1,0,0
384,31,2,0,1,0,0
385,31,2,0,1,0,0
386,31,2,0,1,0,0
387,31,2,0,1,0,0
388,31,2,0,1,0,0
389,31,2,0,1,0,0
390,31,2,0,1,0,0
391,31,2,0,1,0,0
392,32,2,0,2,1,1
393,32,2,0,2,1,1
394,32,2,0,2,1,1
395,32,2,0,2,1,1
396,32,2,0,2,1,1
397,32,2,0,2,1,1
398,32,2,0,2,1,1
399,32,2,0,2,1,1
400,32,2,0,2,1,1
401,32,2,0,2,1,1
402,32,2,0,2,1,1
403,32,2,0,2,1,1
404,32,2,0,2,1,1
405,32,2,0,2,1,1
406,32,2,0,2,1,1
407,32,2,0,2,1,1
408,33,2,0,1,0,0
409,33,2,0,1,0,0
410,33,2,0,1,0,0
411,33,2,0,1,0,0
412,33,2,0,1,0,0
413,33,2,0,1,0,0
414,33,2,1,1,0,0
415,33,2,0,1,0,0
416,33,2,0,1,0,0
417,33,2,1,1,0,0
418,33,2,0,1,0,0
419,33,2,0,1,0,0
420,33,2,0,1,0,0
421,33,2,0,1,0,0
422,33,2,0,1,0,0
423,33,2,0,1,0,0
424,34,2,0,2,1,2
425,34,2,0,2,1,2
426,34,2,0,2,1,2
427,34,2,0,2,1,2
428,34,2,0,2,1,2
429,34,2,1,2,1,2
430,34,2,1,2,1,2
431,34,2,0,2,1,2
432,34,2,0,2,1,2
433,34,2,1,2,1,2
434,34,2,1,2,1,2
435,34,2,0,2,1,2
436,34,2,0,2,1,2
437,34,2,1,2,1,2
438,34,2,0,2,1,2
439,34,2,0,2,1,2
440,35,2,0,2,0,1
441,35,2,0,2,0,1
442,35,2,0,2,0,1
443,35,2,0,2,0,1
444,35,2,0,2,0,1
445,35,2,0,2,0,1
446,35,2,0,2,0,1
447,35,2,0,2,0,1
448,35,2,0,2,0,1
449,35,2,1,2,0,1
450,35,2,0,2,0,1
451,35,2,1,2,0,1
452,35,2,0,2,0,1
453,35,2,0,2,0,1
454,35,2,0,2,0,1
455,35,2,0,2,0,1
456,36,2,0,2,1,1
457,36,2,0,2,1,1
458,36,2,0,2,1,1
459,36,2,0,2,1,1
460,36,2,1,2,1,1
461,36,2,0,2,1,1
462,36,2,0,2,1,1
463,36,2,0,2,1,1
464,36,2,0,2,1,1
465,36,2,0,2,1,1
466,36,2,0,2,1,1
467,36,2,0,2,1,1
468,36,2,1,2,1,1
469,36,2,0,2,1,1
470,36,2,0,2,1,1
471,36,2,0,2,1,1
472,37,2,0,2,0,0
473,37,2,0,2,0,0
474,37,2,0,2,0,0
475,37,2,0,2,0,0
476,37,2,0,2,0,0
477,37,2,0,2,0,0
478,37,2,0,2,0,0
479,37,2,0,2,0,0
480,37,2,0,2,0,0
481,37,2,1,2,0,0
482,37,2,1,2,0,0
483,37,2,0,2,0,0
484,37,2,0,2,0,0
485,37,2,0,2,0,0
486,37,2,0,2,0,0
487,37,2,1,2,0,0
488,38,2,0,2,1,1
489,38,2,0,2,1,1
490,38,2,0,2,1,1
491,38,2,0,2,1,1
492,38,2,0,2,1,1
493,38,2,0,2,1,1
494,38,2,0,2,1,1
495,38,2,1,2,1,1
496,38,2,0,2,1,1
497,38,2,0,2,1,1
498,38,2,0,2,1,1
499,38,2,0,2,1,1
500,38,2,0,2,1,1
501,38,2,0,2,1,1
502,38,2,0,2,1,1
503,38,2,0,2,1,1
504,39,2,0,0,1,1
505,39,2,0,0,1,1
506,39,2,0,0,1,1
507,39,2,0,0,1,1
508,39,2,0,0,1,1
509,39,2,0,0,1,1
510,39,2,0,0,1,1
511,39,2,0,0,1,1
512,39,2,0,0,1,1
513,39,2,0,0,1,1
514,39,2,0,0,1,1
515,39,2,0,0,1,1
516,39,2,0,0,1,1
517,39,2,0,0,1,1
518,39,2,0,0,1,1
519,39,2,0,0,1,1
520,39,2,0,0,1,1
521,39,2,0,0,1,1
522,39,2,0,0,1,1
523,40,2,0,0,0,1
524,40,2,0,0,0,1
525,40,2,0,0,0,1
526,40,2,0,0,0,1
527,40,2,0,0,0,1
528,40,2,0,0,0,1
529,40,2,0,0,0,1
530,40,2,0,0,0,1
531,40,2,0,0,0,1
532,40,2,0,0,0,1
533,40,2,0,0,0,1
534,40,2,0,0,0,1
535,40,2,0,0,0,1
536,40,2,0,0,0,1
537,40,2,0,0,0,1
538,40,2,0,0,0,1
539,40,2,0,0,0,1
540,40,2,0,0,0,1
541,40,2,0,0,0,1
542,41,2,0,0,0,1
543,41,2,0,0,0,1
544,41,2,0,0,0,1
545,41,2,0,0,0,1
546,41,2,0,0,0,1
547,41,2,0,0,0,1
548,41,2,0,0,0,1
549,41,2,0,0,0,1
550,41,2,0,0,0,1
551,41,2,0,0,0,1
552,41,2,0,0,0,1
553,41,2,0,0,0,1
554,41,2,0,0,0,1
555,41,2,0,0,0,1
556,41,2,0,0,0,1
557,41,2,0,0,0,1
558,41,2,0,0,0,1
559,41,2,0,0,0,1
560,41,2,0,0,0,1
561,42,2,0,0,0,1
562,42,2,0,0,0,1
563,42,2,1,0,0,1
564,42,2,0,0,0,1
565,42,2,0,0,0,1
566,42,2,0,0,0,1
567,42,2,0,0,0,1
568,42,2,0,0,0,1
569,42,2,0,0,0,1
570,42,2,0,0,0,1
571,42,2,0,0,0,1
572,42,2,0,0,0,1
573,42,2,0,0,0,1
574,42,2,0,0,0,1
575,42,2,0,0,0,1
576,42,2,0,0,0,1
577,42,2,0,0,0,1
578,42,2,0,0,0,1
579,42,2,0,0,0,1
580,43,2,0,0,0,2
581,43,2,1,0,0,2
582,43,2,1,0,0,2
583,43,2,0,0,0,2
584,43,2,0,0,0,2
585,43,2,0,0,0,2
586,43,2,0,0,0,2
587,43,2,0,0,0,2
588,43,2,1,0,0,2
589,43,2,0,0,0,2
590,43,2,0,0,0,2
591,43,2,0,0,0,2
592,43,2,0,0,0,2
593,43,2,0,0,0,2
594,43,2,0,0,0,2
595,43,2,0,0,0,2
596,43,2,1,0,0,2
597,43,2,0,0,0,2
598,43,2,0,0,0,2
599,44,2,0,0,0,1
600,44,2,1,0,0,1
601,44,2,1,0,0,1
602,44,2,0,0,0,1
603,44,2,0,0,0,1
604,44,2,0,0,0,1
605,44,2,0,0,0,1
606,44,2,0,0,0,1
607,44,2,1,0,0,1
608,44,2,0,0,0,1
609,44,2,0,0,0,1
610,44,2,0,0,0,1
611,44,2,0,0,0,1
612,44,2,0,0,0,1
613,44,2,1,0,0,1
614,44,2,0,0,0,1
615,44,2,0,0,0,1
616,44,2,0,0,0,1
617,44,2,0,0,0,1
618,45,2,0,0,0,1
619,45,2,0,0,0,1
620,45,2,0,0,0,1
621,45,2,0,0,0,1
622,45,2,0,0,0,1
623,45,2,0,0,0,1
624,45,2,1,0,0,1
625,45,2,1,0,0,1
626,45,2,0,0,0,1
627,45,2,0,0,0,1
628,45,2,0,0,0,1
629,45,2,0,0,0,1
630,45,2,0,0,0,1
631,45,2,1,0,0,1
632,45,2,1,0,0,1
633,45,2,0,0,0,1
634,45,2,0,0,0,1
635,45,2,0,0,0,1
636,45,2,0,0,0,1
637,46,2,0,0,0,1
638,46,2,0,0,0,1
639,46,2,0,0,0,1
640,46,2,0,0,0,1
641,46,2,0,0,0,1
642,46,2,0,0,0,1
643,46,2,0,0,0,1
644,46,2,0,0,0,1
645,46,2,0,0,0,1
646,46,2,0,0,0,1
647,46,2,0,0,0,1
648,46,2,0,0,0,1
649,46,2,0,0,0,1
650,46,2,0,0,0,1
651,46,2,0,0,0,1
652,46,2,0,0,0,1
653,46,2,0,0,0,1
654,46,2,0,0,0,1
655,46,2,1,0,0,1
656,47,2,0,0,1,1
657,47,2,0,0,1,1
658,47,2,0,0,1,1
659,47,2,0,0,1,1
660,47,2,0,0,1,1
661,47,2,0,0,1,1
662,47,2,0,0,1,1
663,47,2,0,0,1,1
664,47,2,0,0,1,1
665,47,2,0,0,1,1
666,47,2,1,0,1,1
667,47,2,0,0,1,1
668,47,2,0,0,1,1
669,47,2,0,0,1,1
670,47,2,0,0,1,1
671,47,2,0,0,1,1
672,47,2,0,0,1,1
673,47,2,0,0,1,1
674,47,2,0,0,1,1
675,48,2,0,0,0,2
676,48,2,0,0,0,2
677,48,2,0,0,0,2
678,48,2,0,0,0,2
679,48,2,0,0,0,2
680,48,2,0,0,0,2
681,48,2,0,0,0,2
682,48,2,0,0,0,2
683,48,2,0,0,0,2
684,48,2,1,0,0,2
685,48,2,1,0,0,2
686,48,2,0,0,0,2
687,48,2,0,0,0,2
688,48,2,1,0,0,2
689,48,2,1,0,0,2
690,48,2,1,0,0,2
691,48,2,0,0,0,2
692,48,2,1,0,0,2
693,48,2,0,0,0,2
694,49,2,0,0,0,0
695,49,2,0,0,0,0
696,49,2,0,0,0,0
697,49,2,0,0,0,0
698,49,2,0,0,0,0
699,49,2,0,0,0,0
700,49,2,1,0,0,0
701,49,2,0,0,0,0
702,49,2,0,0,0,0
703,49,2,0,0,0,0
704,49,2,1,0,0,0
705,49,2,0,0,0,0
706,49,2,0,0,0,0
707,49,2,0,0,0,0
708,49,2,1,0,0,0
709,49,2,0,0,0,0
710,49,2,0,0,0,0
711,49,2,1,0,0,0
712,49,2,0,0,0,0
713,50,2,0,0,0,1
714,50,2,0,0,0,1
715,50,2,0,0,0,1
716,50,2,0,0,0,1
717,50,2,0,0,0,1
718,50,2,0,0,0,1
719,50,2,0,0,0,1
720,50,2,0,0,0,1
721,50,2,0,0,0,1
722,50,2,0,0,0,1
723,50,2,0,0,0,1
724,50,2,0,0,0,1
725,50,2,0,0,0,1
726,50,2,0,0,0,1
727,50,2,0,0,0,1
728,50,2,1,0,0,1
729,50,2,0,0,0,1
730,50,2,0,0,0,1
731,50,2,0,0,0,1
732,51,2,0,0,0,1
733,51,2,0,0,0,1
734,51,2,0,0,0,1
735,51,2,0,0,0,1
736,51,2,0,0,0,1
737,51,2,0,0,0,1
738,51,2,0,0,0,1
739,51,2,0,0,0,1
740,51,2,0,0,0,1
741,51,2,0,0,0,1
742,51,2,0,0,0,1
743,51,2,0,0,0,1
744,51,2,0,0,0,1
745,51,2,0,0,0,1
746,51,2,0,0,0,1
747,51,2,0,0,0,1
748,51,2,1,0,0,1
749,51,2,0,0,0,1
750,51,2,0,0,0,1
751,52,2,0,0,1,0
752,52,2,0,0,1,0
753,52,2,0,0,1,0
754,52,2,0,0,1,0
755,52,2,0,0,1,0
756,52,2,0,0,1,0
757,52,2,0,0,1,0
758,52,2,0,0,1,0
759,52,2,0,0,1,0
760,52,2,0,0,1,0
761,52,2,0,0,1,0
762,52,2,0,0,1,0
763,52,2,0,0,1,0
764,52,2,0,0,1,0
765,52,2,1,0,1,0
766,52,2,0,0,1,0
767,52,2,0,0,1,0
768,52,2,0,0,1,0
769,52,2,0,0,1,0
770,53,2,0,0,1,0
771,53,2,0,0,1,0
772,53,2,0,0,1,0
773,53,2,0,0,1,0
774,53,2,0,0,1,0
775,53,2,0,0,1,0
776,53,2,0,0,1,0
777,53,2,0,0,1,0
778,53,2,0,0,1,0
779,53,2,0,0,1,0
780,53,2,0,0,1,0
781,53,2,0,0,1,0
782,53,2,0,0,1,0
783,53,2,0,0,1,0
784,53,2,0,0,1,0
785,53,2,0,0,1,0
786,53,2,0,0,1,0
787,53,2,0,0,1,0
788,53,2,0,0,1,0
789,54,2,0,0,0,2
790,54,2,0,0,0,2
791,54,2,0,0,0,2
792,54,2,0,0,0,2
793,54,2,0,0,0,2
794,54,2,0,0,0,2
795,54,2,0,0,0,2
796,54,2,0,0,0,2
797,54,2,0,0,0,2
798,54,2,1,0,0,2
799,54,2,1,0,0,2
800,54,2,0,0,0,2
801,54,2,0,0,0,2
802,54,2,0,0,0,2
803,54,2,0,0,0,2
804,54,2,0,0,0,2
805,54,2,0,0,0,2
806,54,2,1,0,0,2
807,54,2,0,0,0,2
808,55,3,0,2,1,2
809,55,3,0,2,1,2
810,55,3,0,2,1,2
811,55,3,1,2,1,2
812,55,3,1,2,1,2
813,55,3,0,2,1,2
814,55,3,0,2,1,2
815,55,3,0,2,1,2
816,55,3,0,2,1,2
817,55,3,0,2,1,2
818,56,3,0,2,1,2
819,56,3,0,2,1,2
820,56,3,0,2,1,2
821,56,3,0,2,1,2
822,56,3,0,2,1,2
823,56,3,1,2,1,2
824,56,3,0,2,1,2
825,56,3,0,2,1,2
826,56,3,0,2,1,2
827,56,3,0,2,1,2
828,57,3,0,1,1,1
829,57,3,0,1,1,2
830,57,3,0,1,1,2
831,57,3,0,1,1,1
832,57,3,0,1,1,1
833,57,3,1,1,1,2
834,57,3,0,1,1,1
835,57,3,0,1,1,1
836,57,3,1,1,1,1
837,57,3,0,1,1,2
838,57,3,0,1,1,2
839,57,3,0,1,1,2
840,57,3,0,1,1,2
841,57,3,0,1,1,1
842,57,3,0,1,1,1
843,57,3,0,1,1,2
844,57,3,0,1,1,2
845,57,3,0,1,1,1
846,57,3,0,1,1,1
847,57,3,0,1,1,1
848,58,3,1,2,0,2
849,58,3,0,2,0,2
850,58,3,0,2,0,2
851,58,3,0,2,0,2
852,58,3,0,2,0,2
853,58,3,0,2,0,2
854,58,3,0,2,0,2
855,58,3,0,2,0,2
856,58,3,0,2,0,2
857,58,3,0,2,0,2
858,59,3,0,1,1,2
859,59,3,0,1,1,2
860,59,3,0,1,1,2
861,59,3,0,1,1,2
862,59,3,0,1,1,2
863,59,3,1,1,1,2
864,59,3,0,1,1,2
865,59,3,0,1,1,2
866,59,3,0,1,1,2
867,59,3,1,1,1,2
868,60,3,0,1,0,2
869,60,3,1,1,0,2
870,60,3,0,1,0,2
871,60,3,1,1,0,2
872,60,3,0,1,0,2
873,60,3,0,1,0,2
874,60,3,0,1,0,2
875,60,3,0,1,0,2
876,60,3,1,1,0,2
877,60,3,0,1,0,2
878,61,3,0,1,0,1
879,61,3,1,1,0,1
880,61,3,0,1,0,1
881,61,3,0,1,0,1
882,61,3,0,1,0,1
883,61,3,0,1,0,1
884,61,3,0,1,0,1
885,61,3,0,1,0,1
886,61,3,0,1,0,1
887,61,3,0,1,0,1
888,62,3,0,1,1,2
889,62,3,0,1,1,2
890,62,3,0,1,1,2
891,62,3,0,1,1,2
892,62,3,0,1,1,2
893,62,3,0,1,1,2
894,62,3,0,1,1,2
895,62,3,0,1,1,2
896,62,3,0,1,1,2
897,62,3,1,1,1,2
898,63,3,0,2,1,2
899,63,3,0,2,1,2
900,63,3,0,2,1,2
901,63,3,0,2,1,2
902,63,3,0,2,1,2
903,63,3,0,2,1,2
904,63,3,0,2,1,2
905,63,3,0,2,1,2
906,63,3,0,2,1,2
907,63,3,0,2,1,2
908,64,3,0,0,0,2
909,64,3,0,0,0,2
910,64,3,0,0,0,2
911,64,3,0,0,0,2
912,64,3,1,0,0,2
913,64,3,0,0,0,2
914,64,3,0,0,0,2
915,64,3,0,0,0,2
916,64,3,0,0,0,2
917,64,3,0,0,0,2
918,65,3,0,0,0,1
919,65,3,0,0,0,1
920,65,3,0,0,0,1
921,65,3,0,0,0,1
922,65,3,0,0,0,1
923,65,3,0,0,0,1
924,65,3,1,0,0,1
925,65,3,1,0,0,1
926,65,3,0,0,0,1
927,65,3,0,0,0,1
928,66,3,0,0,1,1
929,66,3,0,0,1,1
930,66,3,0,0,1,1
931,66,3,0,0,1,1
932,66,3,0,0,1,1
933,66,3,0,0,1,1
934,66,3,0,0,1,1
935,66,3,0,0,1,1
936,66,3,0,0,1,1
937,66,3,0,0,1,1
938,67,3,1,0,0,0
939,67,3,0,0,0,0
940,67,3,0,0,0,0
941,67,3,0,0,0,0
942,67,3,0,0,0,0
943,67,3,0,0,0,0
944,67,3,1,0,0,0
945,67,3,0,0,0,0
946,67,3,0,0,0,0
947,67,3,0,0,0,0
948,68,3,1,0,0,0
949,68,3,0,0,0,0
950,68,3,0,0,0,0
951,68,3,0,0,0,0
952,68,3,0,0,0,0
953,68,3,0,0,0,0
954,68,3,0,0,0,0
955,68,3,0,0,0,0
956,68,3,0,0,0,0
957,68,3,0,0,0,0
958,69,3,0,0,0,0
959,69,3,1,0,0,0
960,69,3,1,0,0,0
961,69,3,0,0,0,0
962,69,3,0,0,0,0
963,69,3,1,0,0,0
964,69,3,0,0,0,0
965,69,3,0,0,0,0
966,69,3,0,0,0,0
967,69,3,0,0,0,0
968,70,3,0,0,1,2
969,70,3,0,0,1,2
970,70,3,0,0,1,2
971,70,3,0,0,1,2
972,70,3,0,0,1,2
973,70,3,0,0,1,2
974,70,3,0,0,1,2
975,70,3,0,0,1,2
976,70,3,0,0,1,2
977,70,3,0,0,1,2
978,71,3,0,0,0,0
979,71,3,0,0,0,0
980,71,3,0,0,0,0
981,71,3,0,0,0,0
982,71,3,0,0,0,0
983,71,3,0,0,0,0
984,71,3,0,0,0,0
985,71,3,0,0,0,0
986,71,3,0,0,0,0
987,71,3,0,0,0,0
988,72,3,0,0,1,0
989,72,3,0,0,1,0
990,72,3,1,0,1,0
991,72,3,0,0,1,0
992,72,3,0,0,1,0
993,72,3,0,0,1,0
994,72,3,1,0,1,0
