wave,match,person_id,row_id
3,0,68,949
3,0,68,950
3,0,68,951
3,0,68,952
3,0,68,953
3,0,68,954
3,0,68,955
3,0,68,956
3,0,68,957
3,0,69,958
3,1,69,959
3,1,69,960
3,0,69,961
3,0,69,962
3,1,69,963
3,0,69,964
3,0,69,965
3,0,69,966
3,0,69,967
3,0,70,968
3,0,70,969
3,0,70,970
3,0,70,971
3,0,70,972
3,0,70,973
3,0,70,974
3,0,70,975
3,0,70,976
3,0,70,977
3,0,71,978
3,0,71,979
3,0,71,980
3,0,71,981
3,0,71,982
3,0,71,983
3,0,71,984
3,0,71,985
3,0,71,986
3,0,71,987
3,0,72,988
3,0,72,989
3,1,72,990
3,0,72,991
3,0,72,992
3,0,72,993
3,1,72,994
3,0,72,995
3,0,72,996
3,0,72,997
3,0,73,998
3,0,73,999
3,0,73,1000
3,0,73,1001
3,0,73,1002
3,1,73,1003
3,0,73,1004
3,0,73,1005
3,1,73,1006
3,0,73,1007
4,1,74,1008
4,0,74,1009
4,0,74,1010
4,0,74,1011
4,0,74,1012
4,0,74,1013
4,0,74,1014
4,0,74,1015
4,0,74,1016
4,0,74,1017
4,0,74,1018
4,1,74,1019
4,0,74,1020
4,1,74,1021
4,0,74,1022
4,1,74,1023
4,1,74,1024
4,0,74,1025
4,1,75,1026
4,0,75,1027
4,0,75,1028
4,1,75,1029
4,1,75,1030
4,1,75,1031
4,0,75,1032
4,0,75,1033
4,0,75,1034
4,0,75,1035
4,0,75,1036
4,1,75,1037
4,0,75,1038
4,1,75,1039
4,0,75,1040
4,0,75,1041
4,0,75,1042
4,0,75,1043
4,0,76,1044
4,0,76,1045
4,0,76,1046
4,0,76,1047
4,0,76,1048
4,0,76,1049
4,0,76,1050
4,0,76,1051
4,0,76,1052
4,0,76,1053
4,0,76,1054
4,0,76,1055
4,1,76,1056
4,1,76,1057
4,0,76,1058
4,1,76,1059
4,0,76,1060
4,0,76,1061
4,0,77,1062
4,0,77,1063
4,0,77,1064
4,0,77,1065
4,0,77,1066
4,0,77,1067
4,0,77,1068
4,0,77,1069
4,0,77,1070
4,0,77,1071
4,1,77,1072
4,0,77,1073
4,0,77,1074
4,1,77,1075
4,1,77,1076
4,0,77,1077
4,0,77,1078
4,0,77,1079
4,0,78,1080
4,0,78,1081
4,0,78,1082
4,0,78,1083
4,0,78,1084
4,0,78,1085
4,0,78,1086
4,0,78,1087
4,1,78,1088
4,0,78,1089
4,0,78,1090
4,1,78,1091
4,0,78,1092
4,0,78,1093
4,0,78,1094
4,1,78,1095
4,0,78,1096
4,0,78,1097
4,0,79,1098
4,0,79,1099
4,0,79,1100
4,0,79,1101
4,0,79,1102
4,1,79,1103
4,0,79,1104
4,0,79,1105
4,0,79,1106
4,0,79,1107
4,1,79,1108
4,0,79,1109
4,0,79,1110
4,0,79,1111
4,1,79,1112
4,0,79,1113
4,0,79,1114
4,0,79,1115
4,1,80,1116
4,0,80,1117
4,0,80,1118
4,0,80,1119
4,0,80,1120
4,1,80,1121
4,0,80,1122
4,0,80,1123
4,0,80,1124
4,0,80,1125
4,0,80,1126
4,1,80,1127
4,0,80,1128
4,1,80,1129
4,0,80,1130
4,1,80,1131
4,0,80,1132
4,0,80,1133
4,0,81,1134
4,0,81,1135
4,0,81,1136
4,0,81,1137
4,0,81,1138
4,1,81,1139
4,0,81,1140
4,0,81,1141
4,0,81,1142
4,0,81,1143
4,0,81,1144
4,0,81,1145
4,0,81,1146
4,1,81,1147
4,0,81,1148
4,0,81,1149
4,0,81,1150
4,0,81,1151
4,0,82,1152
4,0,82,1153
4,0,82,1154
4,0,82,1155
4,0,82,1156
4,0,82,1157
4,0,82,1158
4,0,82,1159
4,0,82,1160
4,0,82,1161
4,0,82,1162
4,1,82,1163
4,0,82,1164
4,0,82,1165
4,1,82,1166
4,0,82,1167
4,0,82,1168
4,0,82,1169
4,0,83,1170
4,0,83,1171
4,0,83,1172
4,0,83,1173
4,0,83,1174
4,0,83,1175
4,0,83,1176
4,0,83,1177
4,0,83,1178
4,0,83,1179
4,0,83,1180
4,0,83,1181
4,0,83,1182
4,1,83,1183
4,0,83,1184
4,0,83,1185
4,0,83,1186
4,0,83,1187
4,0,84,1188
4,0,84,1189
4,0,84,1190
4,1,84,1191
4,0,84,1192
4,0,84,1193
4,1,84,1194
4,0,84,1195
4,0,84,1196
4,0,84,1197
4,1,84,1198
4,1,84,1199
4,0,84,1200
4,1,84,1201
4,1,84,1202
4,1,84,1203
4,1,84,1204
4,0,84,1205
4,0,85,1206
4,0,85,1207
4,0,85,1208
4,0,85,1209
4,0,85,1210
4,1,85,1211
4,0,85,1212
4,0,85,1213
4,0,85,1214
4,0,85,1215
4,0,85,1216
4,0,85,1217
4,0,85,1218
4,1,85,1219
4,0,85,1220
4,0,85,1221
4,0,85,1222
4,0,85,1223
4,0,86,1224
4,0,86,1225
4,0,86,1226
4,0,86,1227
4,0,86,1228
4,0,86,1229
4,0,86,1230
4,0,86,1231
4,0,86,1232
4,0,86,1233
4,0,86,1234
4,0,86,1235
4,0,86,1236
4,0,86,1237
4,0,86,1238
4,0,86,1239
4,0,86,1240
4,0,86,1241
4,0,87,1242
4,0,87,1243
4,0,87,1244
4,0,87,1245
4,0,87,1246
4,1,87,1247
4,0,87,1248
4,0,87,1249
4,0,87,1250
4,0,87,1251
4,1,87,1252
4,0,87,1253
4,0,87,1254
4,0,87,1255
4,0,87,1256
4,0,87,1257
4,0,87,1258
4,0,87,1259
4,0,88,1260
4,0,88,1261
4,0,88,1262
4,0,88,1263
4,0,88,1264
4,0,88,1265
4,0,88,1266
4,0,88,1267
4,0,88,1268
4,0,88,1269
4,0,88,1270
4,0,88,1271
4,0,88,1272
4,0,88,1273
4,0,88,1274
4,1,88,1275
4,0,88,1276
4,0,88,1277
4,0,89,1278
4,0,89,1279
4,0,89,1280
4,1,89,1281
4,0,89,1282
4,1,89,1283
4,0,89,1284
4,0,89,1285
4,0,89,1286
4,1,89,1287
4,0,89,1288
4,1,89,1289
4,1,89,1290
4,1,89,1291
4,0,89,1292
4,1,89,1293
4,1,89,1294
4,0,89,1295
4,0,90,1296
4,0,90,1297
4,0,90,1298
4,1,90,1299
4,1,90,1300
4,1,90,1301
4,0,90,1302
4,0,90,1303
4,0,90,1304
4,0,90,1305
4,0,90,1306
4,1,90,1307
4,0,90,1308
4,1,90,1309
4,0,90,1310
4,1,90,1311
4,1,90,1312
4,0,90,1313
4,0,91,1314
4,1,91,1315
4,0,91,1316
4,1,91,1317
4,0,91,1318
4,0,91,1319
4,1,91,1320
4,0,91,1321
4,0,91,1322
4,0,91,1323
4,1,91,1324
4,0,91,1325
4,0,91,1326
4,0,91,1327
4,0,91,1328
4,0,91,1329
4,0,91,1330
4,0,91,1331
4,1,92,1332
4,1,92,1333
4,0,92,1334
4,0,92,1335
4,0,92,1336
4,0,92,1337
4,1,92,1338
4,0,92,1339
4,0,92,1340
4,0,92,1341
4,0,92,1342
4,0,92,1343
4,0,92,1344
4,0,92,1345
4,0,92,1346
4,0,92,1347
4,0,92,1348
4,0,92,1349
4,0,93,1350
4,0,93,1351
4,0,93,1352
4,0,93,1353
4,0,93,1354
4,0,93,1355
4,0,93,1356
4,0,93,1357
4,0,93,1358
4,0,93,1359
4,0,93,1360
4,0,93,1361
4,0,93,1362
4,0,93,1363
4,0,93,1364
4,0,93,1365
4,0,93,1366
4,1,93,1367
4,0,94,1368
4,0,94,1369
4,0,94,1370
4,0,94,1371
4,0,94,1372
4,0,94,1373
4,0,94,1374
4,0,94,1375
4,0,94,1376
4,0,94,1377
4,0,94,1378
4,0,94,1379
4,0,94,1380
4,0,94,1381
4,0,94,1382
4,0,94,1383
4,0,94,1384
4,0,94,1385
4,0,95,1386
4,1,95,1387
4,0,95,1388
4,0,95,1389
4,0,95,1390
4,0,95,1391
4,0,95,1392
4,0,95,1393
4,0,95,1394
4,0,95,1395
4,1,95,1396
4,0,95,1397
4,0,95,1398
4,0,95,1399
4,0,95,1400
4,1,95,1401
4,1,95,1402
4,1,95,1403
4,0,96,1404
4,1,96,1405
4,0,96,1406
4,0,96,1407
4,0,96,1408
4,0,96,1409
4,0,96,1410
4,0,96,1411
4,0,96,1412
4,0,96,1413
4,0,96,1414
4,0,96,1415
4,0,96,1416
4,0,96,1417
4,0,96,1418
4,0,96,1419
4,1,96,1420
4,0,96,1421
4,0,97,1422
4,1,97,1423
4,0,97,1424
4,0,97,1425
4,0,97,1426
4,1,97,1427
4,1,97,1428
4,1,97,1429
4,0,97,1430
4,0,97,1431
4,0,97,1432
4,1,97,1433
4,0,97,1434
4,1,97,1435
4,0,97,1436
4,1,97,1437
4,1,97,1438
4,0,97,1439
4,0,98,1440
4,0,98,1441
4,0,98,1442
4,0,98,1443
4,0,98,1444
4,0,98,1445
4,0,98,1446
4,0,98,1447
4,0,98,1448
4,0,98,1449
4,1,98,1450
4,0,98,1451
4,0,98,1452
4,0,98,1453
4,0,98,1454
4,0,98,1455
4,0,98,1456
4,1,98,1457
4,0,99,1458
4,0,99,1459
4,0,99,1460
4,0,99,1461
4,0,99,1462
4,0,99,1463
4,0,99,1464
4,0,99,1465
4,0,99,1466
4,0,99,1467
4,0,99,1468
4,0,99,1469
4,0,99,1470
4,0,99,1471
4,0,99,1472
4,0,99,1473
4,0,99,1474
4,0,99,1475
4,0,100,1476
4,0,100,1477
4,0,100,1478
4,0,100,1479
4,1,100,1480
4,0,100,1481
4,0,100,1482
4,0,100,1483
4,0,100,1484
4,0,100,1485
4,0,100,1486
4,0,100,1487
4,0,100,1488
4,0,100,1489
4,0,100,1490
4,0,100,1491
4,0,100,1492
4,0,100,1493
4,0,101,1494
4,0,101,1495
4,0,101,1496
4,0,101,1497
4,0,101,1498
4,0,101,1499
4,0,101,1500
4,0,101,1501
4,0,101,1502
4,0,101,1503
4,0,101,1504
4,0,101,1505
4,0,101,1506
4,0,101,1507
4,0,101,1508
4,1,101,1509
4,0,101,1510
4,0,101,1511
4,0,102,1512
4,0,102,1513
4,0,102,1514
4,1,102,1515
4,0,102,1516
4,1,102,1517
4,0,102,1518
4,0,102,1519
4,0,102,1520
4,0,102,1521
4,1,102,1522
4,0,102,1523
4,0,102,1524
4,1,102,1525
4,0,102,1526
4,0,102,1527
4,0,102,1528
4,1,102,1529
4,1,103,1530
4,1,103,1531
4,0,103,1532
4,0,103,1533
4,1,103,1534
4,0,103,1535
4,1,103,1536
4,0,103,1537
4,1,103,1538
4,0,103,1539
4,1,103,1540
4,0,103,1541
4,0,103,1542
4,0,103,1543
4,0,103,1544
4,1,103,1545
4,1,103,1546
4,0,103,1547
4,0,104,1548
4,0,104,1549
4,1,104,1550
4,0,104,1551
4,0,104,1552
4,0,104,1553
4,0,104,1554
4,0,104,1555
4,0,104,1556
4,0,104,1557
4,0,104,1558
4,0,104,1559
4,0,104,1560
4,0,104,1561
4,0,104,1562
4,1,104,1563
4,0,104,1564
4,0,104,1565
4,1,105,1566
4,1,105,1567
4,1,105,1568
4,1,105,1569
4,0,105,1570
4,0,105,1571
4,1,105,1572
4,1,105,1573
4,0,105,1574
4,1,105,1575
4,1,105,1576
4,1,105,1577
4,0,105,1578
4,0,105,1579
4,0,105,1580
4,1,105,1581
4,1,105,1582
4,0,105,1583
4,0,106,1584
4,0,106,1585
4,0,106,1586
4,1,106,1587
4,0,106,1588
4,1,106,1589
4,0,106,1590
4,0,106,1591
4,1,106,1592
4,0,106,1593
4,1,106,1594
4,0,106,1595
4,0,106,1596
4,0,106,1597
4,0,106,1598
4,0,106,1599
4,0,106,1600
4,0,106,1601
4,1,107,1602
4,0,107,1603
4,1,107,1604
4,0,107,1605
4,1,107,1606
4,0,107,1607
4,1,107,1608
4,0,107,1609
4,0,107,1610
4,0,107,1611
4,1,107,1612
4,0,107,1613
4,0,107,1614
4,0,107,1615
4,1,107,1616
4,1,107,1617
4,1,107,1618
4,0,107,1619
4,1,108,1620
4,0,108,1621
4,0,108,1622
4,0,108,1623
4,0,108,1624
4,0,108,1625
4,0,108,1626
4,0,108,1627
4,0,108,1628
4,0,108,1629
4,1,108,1630
4,0,108,1631
4,0,108,1632
4,0,108,1633
4,0,108,1634
4,1,108,1635
4,1,108,1636
4,0,108,1637
4,0,109,1638
4,0,109,1639
4,0,109,1640
4,0,109,1641
4,0,109,1642
4,0,109,1643
4,0,109,1644
4,0,109,1645
4,0,109,1646
4,0,109,1647
4,0,109,1648
4,0,109,1649
4,0,109,1650
4,0,109,1651
4,0,109,1652
4,0,109,1653
4,0,109,1654
4,0,109,1655
5,1,110,1656
5,0,110,1657
5,0,110,1658
5,1,110,1659
5,1,110,1660
5,1,110,1661
5,1,110,1662
